Review-Text,Review-Date,Star-Rating,Web-Site,m_Type,m_Sentiment_Score,m_Review-Text_clean
Nice car in low budject. Nice 360• degrees camera. Large space inside the car. These gares are very comfortable . Riding experence is very very happy for me. Looks are good performance. Low maintenance charge.,"July 08, 2019",5,carwale.com,MG,0.9211,nice low budject nice 360 degrees camera large space inside gares comfortable riding experence happy looks good performance low maintenance charge
Superb car my favourite car look is a very superb exiting car hector is powerful car so comfortable to long tour and family both are like a car family used car by a awesome car and purchase car and my dream and should be a not money please test drive is better and top car and pickup is so good like,"August 27, 2019",4,carwale.com,MG,0.9855,superb favourite look superb exiting powerful comfortable long tour family like family used awesome purchase dream money please test drive better top pickup good like
This is amazing car ever in my life I have Volvo&s-cross also but this is amazing car.i love it superb Man it's wonderful.,"September 07, 2019",5,carwale.com,MG,0.9801,amazing ever life volvo cross also amazing love superb man wonderful
"This car is way better than Tata harrier. The only downside is its a new company and service network. But they told me that they will open showrooms in tier3 cities soon. Coming to the car , the diesel is the same as that of harrier but produces 30 bhp more and claims more FE than harrier that is a win for me. Also even the base model is equipped with hill descent , ebd, and everything that is equipped in the top variant .. it also comes with the factory fitted music system which is not in tata harrier. For the money you pay this has the most value. Also riding comfort is better. Harrier looks funky whereas this looks professional. If they open showroom near my town, i would definitely buy one. Waiting.","June 29, 2019",5,carwale.com,MG,0.9676,way better tata harrier downside new company service network told open showrooms tier3 cities soon coming diesel harrier produces 30 bhp claims fe harrier win also even base model equipped hill descent ebd everything equipped top variant also comes factory fitted music system tata harrier money pay value also riding comfort better harrier looks funky whereas looks professional open showroom near town would definitely buy one waiting
Awesome service from service centre no maintenance good mileage awesome car interior design ideas so good also equal to toyota fortuner nd ford endeavour in look its headlight are good,"July 08, 2019",5,carwale.com,MG,0.9403,awesome service service centre maintenance good mileage awesome interior design ideas good also equal toyota fortuner nd ford endeavour look headlight good
"Everything is very good, showroom service was excellent, Very very sporty look. Display screen and sunroof is something like newly added technology like luxury car. Only missing thing is it could be 7 seater.","July 17, 2019",5,carwale.com,MG,0.8655,everything good showroom service excellent sporty look display screen sunroof something like newly added technology like luxury missing thing could 7 seater
Test Drove the 1.5 Sharp Hybrid Petrol Manual variant. Went to Navi Mumbai showroom last Sunday morning and very quickly was slotted for the TD. From Nerul took the Sion Panvel Highway and drove up to almost Thurbe and back. Accelaration was quite rapid in 3rd gear. went over no -road surface service road near Shirvane. didnt feel the roughs at all. Overall good car. I have booked the Smart Hybrid.,"July 29, 2019",4,carwale.com,MG,0.5267,test drove 1 5 sharp hybrid petrol manual variant went navi mumbai showroom last sunday morning quickly slotted td nerul took sion panvel highway drove almost thurbe back accelaration quite rapid 3rd gear went road surface service road near shirvane didnt feel roughs overall good booked smart hybrid
"OMG...I got shock then i took one look of this incedible car.. this car funtabulous... every think that i need.. it have..,,not that much costy...look and performes vise better than others , i recommed to myself..to buy this one","July 04, 2019",5,carwale.com,MG,0.0772,omg got shock took one look incedible funtabulous every think need much costy look performes vise better others recommed buy one
Riding experience was excellent and the price was very worthy. Fuel mileage was good. External body was very good.Engine was smooth during riding and seating comfort was very nice.,"July 12, 2019",5,carwale.com,MG,0.937,riding experience excellent price worthy fuel mileage good external body good engine smooth riding seating comfort nice
Buying experience was very good the salesman conveyed the features in soulful manner. Riding experience of the car was outstanding. the first look of the car was it's appearance was too good Like service cost was minimal on only up to 10000 I think this car has no cons only pros that is it's features.,,5,carwale.com,MG,0.893,buying experience good salesman conveyed features soulful manner riding experience outstanding first look appearance good like service cost minimal 10000 think cons pros features
"This car is way better than Tata harrier. The only downside is its a new company and service network. But they told me that they will open showrooms in tier3 cities soon. Coming to the car , the diesel is the same as that of harrier but produces 30 bhp more and claims more FE than harrier that is a win for me. Also even the base model is equipped with hill descent , hill hold, ESP,cooled glove box,TC,rear defogger and wiper which is a great security feature on hill drives,keyless entry etc .. it also comes with the factory fitted music system which is not in tata harrier. For the money you pay this has the most value. Also riding comfort is better. Harrier looks funky whereas this looks professional. If they open showroom near my town, i would definitely buy one. Waiting.","June 29, 2019",5,carwale.com,MG,0.9824,way better tata harrier downside new company service network told open showrooms tier3 cities soon coming diesel harrier produces 30 bhp claims fe harrier win also even base model equipped hill descent hill hold esp cooled glove box tc rear defogger wiper great security feature hill drives keyless entry etc also comes factory fitted music system tata harrier money pay value also riding comfort better harrier looks funky whereas looks professional open showroom near town would definitely buy one waiting
Cool car..i loved this car.. Love it. I recommend it to buy this car. Also it's our young ages car.this car display is massif. Also it has a lot of features Jiska seat comfort is best of the segment. This guard has wonderful colours variance this ka room space is Messi top of the signet also discard boot space top notch,"July 27, 2019",5,carwale.com,MG,0.9747,cool loved love recommend buy also young ages display massif also lot features jiska seat comfort best segment guard wonderful colours variance ka room space messi top signet also discard boot space top notch
"Far ahead of its rivals(harrier and compass) in features and space..high comfort level.. good for comfort and safe driving lovers....not good for harsh riders bcz of its height, car ill topple in sharp cuts ...engine wise same as its rivals 2.0 fiat engine so no compromise ..over all good and fully loaded car with good price tag","August 16, 2019",5,carwale.com,MG,0.8964,far ahead rivals harrier features space high comfort level good comfort safe driving lovers good harsh riders bcz height ill topple sharp cuts engine wise rivals 2 0 fiat engine compromise good fully loaded good price tag
This is one of the most futuristic car in this segment.and u feel in the car very luxurious feel gives u.i ts value for money.but one thing it's look like very big SUV but it 5.seater SUV car this is Disappointing me but otherwise nothing to say about it........,"July 19, 2019",5,carwale.com,MG,-0.431,one futuristic segment u feel luxurious feel gives u ts value money one thing look like big suv 5 seater suv disappointing otherwise nothing say
Looks is very nice and fabulous front looks overall and interior is also excellent very spacious for passengers Nd LCD was amazing steering design very good but one thing is I don’t like is that desiel engine is car starting sound is not good that’s it nice car,"August 02, 2019",5,carwale.com,MG,0.9679,looks nice fabulous front looks overall interior also excellent spacious passengers nd lcd amazing steering design good one thing like desiel engine starting sound good nice
Amazing car at this price. This car has lowest price. This is very soft to drive and when also on long with rest in car And i like internet car. Car say hello our when we get in car,"July 04, 2019",5,carwale.com,MG,0.5719,amazing price lowest price soft drive also long rest like internet say hello get
1st of all showroom staffs are very polite and give each and every i formation about this vehicle * i cant say anything about riding experience because its a just feeling when u ride u felt its premium ness * by look it has a unique design and attracts everyone by exterior as well as interior,"July 17, 2019",5,carwale.com,MG,0.6486,1st showroom staffs polite give every formation vehicle cant say anything riding experience feeling u ride u felt premium ness look unique design attracts everyone exterior well interior
Good car gives mileage of 13 in petrol variant. Exterior is good but interior looks simple but not bad good quality work has been done fully led looks so dash. But dont buy the lower variant cause best value for money starts from smart. Thanks??,"July 14, 2019",5,carwale.com,MG,0.9842,good gives mileage 13 petrol variant exterior good interior looks simple bad good quality work done fully led looks dash dont buy lower variant cause best value money starts smart thanks
Very best car i every drive this car is to good looking It have very very powerful engine the have very comfortable seat I wish i can buy this car And gift to my dad and mom Best part of this car is sun roof and voice control And big boot space and big weels and dinamic body and beautiful light One day i will buy this car,"August 30, 2019",5,carwale.com,MG,0.9823,best every drive good looking powerful engine comfortable seat wish buy gift dad mom best part sun roof voice control big boot space big weels dinamic body beautiful light one day buy
"Carwale app is the best. I think, This MG HECTOR is the best choice because, the interior is best in segment, this car is loaded of features like 10 inches horizontal touch screen, app feature, voice commands, inbuilt internet and panromic sun roof, that makes this SUV Incredible. This SUV is best..","August 16, 2019",4,carwale.com,MG,0.9442,carwale app best think best choice interior best segment loaded features like 10 inches horizontal touch screen app feature voice commands inbuilt internet panromic sun roof makes suv incredible suv best
It's an awesome car.... comforting price for medium family.. it's an very difficult to other cars.. performance good but wait and see for another review after 6 months... Thanks for MG,"July 10, 2019",5,carwale.com,MG,0.8076,awesome comforting price medium family difficult cars performance good wait see another review 6 months thanks
"I bought MG HECTOR on 10 July 2019 really it performs very well... I drove it more than 3000 kilometres in city, Highway and Hill Station also it felt very Nice it's a fully packed family SUV.... please don't think more just go for it Blindly..don't compare with any other vehicle or Brand it's it's too far from that all... in all the way like Price, features, build quality,performance and warranty.....more n more just go for MGGG Blindly that's it.","August 05, 2019",5,carwale.com,MG,0.7841,bought 10 july 2019 really performs well drove 3000 kilometres city highway hill station also felt nice fully packed family suv please think go blindly compare vehicle brand far way like price features build quality performance warranty n go mggg blindly
"Well looks n sitting comfort are up to mark , but lack of driving pleasure , the moment to start ur car it has different annoying sound (ignitation starts ) one gear down car so it's not smooth at all for city drive , how come MG forget to give turning lights ( heavily required) , suspension too not so good makes sound on impact with bad roads , internet is too slow n does not wrk while driving so less of use , looks n outer build are strong but if u love smooth driving avoid it . Only few voice commands fulfil by Mg so again u feel trapped , even ur diesel variant as no automatic so u can't even switch on the Ac before u start your drive , ahh best thing Panaromic sunroof n huge space overall","August 31, 2019",3,carwale.com,MG,0.0288,well looks n sitting comfort mark lack driving pleasure moment start ur different annoying sound ignitation starts one gear smooth city drive come forget give turning lights heavily required suspension good makes sound impact bad roads internet slow n wrk driving less use looks n outer build strong u love smooth driving avoid voice commands fulfil u feel trapped even ur diesel variant automatic u even switch ac u start drive ahh best thing panaromic sunroof n huge space overall
"This car is true suv with a smart voice assistant system. The engine is much powerful then other SUV's in same price range. The Hector have a large panoramic sunroof in which at least 3 kids can stand easily. The fuel economy is low as compared to some famous SUV's in India like duster and creta. The boot space is quite good. It's trunk is very large and we can put up to 5 suitcase without removing the compartment which is present in trunk. The glimpse of car is enough to make anyone love it. Overall,it's it is a good car with comfortable seat.","July 22, 2019",5,carwale.com,MG,0.975,true suv smart voice assistant system engine much powerful suv price range large panoramic sunroof least 3 kids stand easily fuel economy low compared famous suv india like duster creta boot space quite good trunk large put 5 suitcase without removing compartment present trunk glimpse enough make anyone love overall good comfortable seat
My Dream My Self Car MG Hector Traval With My Family at Hill Station Thanks For MG Hector Staff To Provide This Service. It is family Member of my home,"July 04, 2019",4,carwale.com,MG,0.5994,dream self traval family hill station thanks staff provide service family member home
The buying experience was awesome the staff of the company welcomed us in a decent manner and there were lots of extra offers with the product my riding experience was awesome as I have drived Scorpio first but when I drive mg hector it was a quite luxury experience I had drive. 300 km till now and promisely it is just fab I think there are no cons for this car,"July 20, 2019",5,carwale.com,MG,0.7906,buying experience awesome staff company welcomed us decent manner lots extra offers product riding experience awesome drived scorpio first drive quite luxury experience drive 300 km till promisely fab think cons
This car was amazing. I like an I love this car. Compared to car prize was almost nice. An in a budget. Car look is so lovely. An so comfortable for seating. An all facility was so nice.,"August 12, 2019",5,carwale.com,MG,0.9804,amazing like love compared prize almost nice budget look lovely comfortable seating facility nice
I like this car and i planed for purchase...price is allso good we can afford it...I really happy with this car. I want to purchase and gift this to ma son.dreem car is this I really happy happy happy,"July 05, 2019",5,carwale.com,MG,0.9766,like planed purchase price allso good afford really happy want purchase gift son dreem really happy happy happy
"Its really internet Car ,Superb looking car nd great pickup thanks to Fiat engine Interior So Unique and next level looking car Hightech system unique futurostic like a concept car seats are very cusiony nd soft leather using great sound system interior console is better than harrier over all great Come back all the best MG Group.","June 27, 2019",5,carwale.com,MG,0.9837,really internet superb looking nd great pickup thanks fiat engine interior unique next level looking hightech system unique futurostic like concept seats cusiony nd soft leather using great sound system interior console better harrier great come back best group
Hlo mg your product hector is fire in indian car markit but it creat more fire when you lonch hector in 7 seater varint because of large indian families thanks for a greatful product I am very attract with your voice comand system And boot space is very well for indian familes . And provide autonomas bracking system,"August 12, 2019",5,carwale.com,MG,0.7801,hlo product fire indian markit creat fire lonch 7 seater varint large indian families thanks greatful product attract voice comand system boot space well indian familes provide autonomas bracking system
Very good car mg hector ride safety and suffuly and next generation car and look very very like it dis car colors very pretty car is very long and 5 seater and look in tha road and 300 kms and 5000 kms ride comfortable ride not tension and very long range and low rs car is very nice and osm not fighting all car,"August 09, 2019",5,carwale.com,MG,0.9634,good ride safety suffuly next generation look like dis colors pretty long 5 seater look tha road 300 kms 5000 kms ride comfortable ride tension long range low rs nice osm fighting
It is so beautiful and talented young generation car When I ride this car I got so surprised and the interior design is so beautiful And the exterior is awesome design and the rest of your own business and the other hand and the interior design and the interior and exterior view of the car is so beautiful,"August 17, 2019",5,carwale.com,MG,0.9839,beautiful talented young generation ride got surprised interior design beautiful exterior awesome design rest business hand interior design interior exterior view beautiful
Whatttt a car Hats of f to MG One of the high end car in a reasonable deal No doubt its gona be car of 2019 in india. As i went for booking it has waiting for atlst 6 months. N im eagerly waiting for it. I had a test drive. I got feeling of some high end car. U will think the price is less than other cars but other than that there no compromise in car looks or performance.,"July 05, 2019",5,carwale.com,MG,-0.4767,whatttt hats f one high end reasonable deal doubt gona 2019 india went booking waiting atlst 6 months n im eagerly waiting test drive got feeling high end u think price less cars compromise looks performance
"Driving Smoothly & Feeling Comfortable while sitting in car. Feeling amazing while sitting in the car. It's features was obviously good with compared with Creta, Harrier, Compass. It's was truly amazing experience","June 29, 2019",5,carwale.com,MG,0.9565,driving smoothly feeling comfortable sitting feeling amazing sitting features obviously good compared creta harrier truly amazing experience
"LOVELY CAR IT IS, I HAD ALREADY BOOKED SHARP 1.5 DCT PETROL. WILL GET THE DELIVERY AT THE SOONEST AND WILL GIVE MY REVIEW AFTER DRIVING IT FOR FEW KILOMETERS, TILL THAN KINDLY WAIT FOR THE REVIEW TO GET IT FROM ME AND WILL DEFINITELY GIVE THE REVIEW ONCE I DRIVE IT. MAJORLY I LIKED THE 360 CAMERA WHICH IS THE LOVELY FEATURE IN THIS CAR.","August 25, 2019",5,carwale.com,MG,0.9719,lovely already booked sharp 1 5 dct petrol get delivery soonest give review driving kilometers till kindly wait review get definitely give review drive majorly liked 360 camera lovely feature
"Hector has been one of the most exciting introduction of 2019.Hector challenges harrier,creta,xuv500 and compass. Overall its good highly recommended .. test drive it for feel the experience .... It's looks damn heavy , performance is much more than I expected ... Nice engine coverings .. more boot space ...","July 20, 2019",5,carwale.com,MG,0.8354,one exciting introduction 2019 challenges harrier creta xuv500 overall good highly recommended test drive feel experience looks damn heavy performance much expected nice engine coverings boot space
Actually this is what i was looking for best in class amazing car this is professional car maintain all the need about fetching the driver safety also have and mindblooing interior and the most important the internet car that is just amazing so just love with thus car driving whis vehicle on the road is like just amazing experience,"August 17, 2019",4,carwale.com,MG,0.9808,actually looking best class amazing professional maintain need fetching driver safety also mindblooing interior important internet amazing love thus driving whis vehicle road like amazing experience
This is amezing car in this range superb suv car amezing look and very comfortable really i felt very comfortable and i feel very pleasure when i was drive this car This have good performence on indian road there service is also to good,"July 01, 2019",5,carwale.com,MG,0.9686,amezing range superb suv amezing look comfortable really felt comfortable feel pleasure drive good performence indian road service also good
"Really superb car, stunning interior design and out side looks awesome value for money.desiel variant really superb.its available all economic groups, seating capacity 5 members veruly comfortable","August 09, 2019",5,carwale.com,MG,0.9521,really superb stunning interior design side looks awesome value money desiel variant really superb available economic groups seating capacity 5 members veruly comfortable
The love is the technology and the features at such price. All in love. This means the real car with tons of specifications and features. And the driving comfort is at its best. Hector means real SUV.,"July 15, 2019",4,carwale.com,MG,0.9442,love technology features price love means real tons specifications features driving comfort best means real suv
Best cars ever i have seened before in my life Its features are unbelievable and voice sensors are also very good and strong network. these have better performance and i love its endurance ccengine its average etc,"August 28, 2019",5,carwale.com,MG,0.9631,best cars ever seened life features unbelievable voice sensors also good strong network better performance love endurance ccengine average etc
All over this a good suv in this range but the seats are not comfortable than harrier and others otherwise it is very good. My personal experience is good but MG can give some more features to attract the people.,"July 05, 2019",4,carwale.com,MG,0.9082,good suv range seats comfortable harrier others otherwise good personal experience good give features attract people
My driving experience is very good in mg hector. Good space and very easily change the gears and mg hector performance in highway is awesome. My experience is awesome in mg hector and I am suggest you buy it.,"July 05, 2019",5,carwale.com,MG,0.9516,driving experience good good space easily change gears performance highway awesome experience awesome suggest buy
"Mg hector is a new member in India. It will make royal life(royal look, good performing and right price at right one). Especially voice control is a good feature. The car will make goodwill on society.","July 22, 2019",4,carwale.com,MG,0.7003,new member india make royal life royal look good performing right price right one especially voice control good feature make goodwill society
A very good car Really love it... and my friend getting delivery this car on next week .... this is a marvellous car.. and gang itself like this car so much... we all 'll plan to buy car,"September 04, 2019",5,carwale.com,MG,0.9244,good really love friend getting delivery next week marvellous gang like much plan buy
MG HECTOR IS A BIG BLASTING CAR I REALLY IMPRESSED WITH THIS CAR WORLD 1ST BUDGET SUV CAR SAY AGAIN AND AGAIN I LOVE THIS CAR TOTALLY PEOPLE CREZY WITH THIS CAR JAY HIND LOVE FROM INDIA.,"July 20, 2019",5,carwale.com,MG,0.9152,big blasting really impressed world 1st budget suv say love totally people crezy jay hind love india
It is Nice car with all connectivity and superb features .its nicely drive on road .it is internet connectivity .it has voice feature which work perfectly .,"September 04, 2019",5,carwale.com,MG,0.9325,nice connectivity superb features nicely drive road internet connectivity voice feature work perfectly
Best car that i have ever seen in this price range best exterior and interior awesome engine performance and power Best car that i have ever seen in this price range best exterior and interior awesome engine performance and power Best car that i have ever seen in this price range best exterior and interior awesome engine performance and power Best car that i have ever seen in this price range best exterior and interior awesome engine performance and power,"June 29, 2019",5,carwale.com,MG,0.9948,best ever seen price range best exterior interior awesome engine performance power best ever seen price range best exterior interior awesome engine performance power best ever seen price range best exterior interior awesome engine performance power best ever seen price range best exterior interior awesome engine performance power
This car is new technology and internet car and manufacturers halol Gujarat very nice and looking so great and medium range on this car. So I am impressed this segment launch best international fictional on this internet car.,"July 15, 2019",5,carwale.com,MG,0.951,new technology internet manufacturers halol gujarat nice looking great medium range impressed segment launch best international fictional internet
This car is fabulous. Look wise so good and performance also better than other car. This car fuel efficiency is better with 170 BH power engine . This car is really value for money.,"July 03, 2019",5,carwale.com,MG,0.9649,fabulous look wise good performance also better fuel efficiency better 170 bh power engine really value money
"Not a 7 seater No hill descent control Spare wheel to be made of alloy Tyres could be more wider Can be upgraded to dual tone wooden coloured dashboard Tailgate ajar warning required Upgrade to dual tone interior Non Availability of:- Ventilated seats, Remote operated fuel tank lid, Rain sensing wipers & Lumbar support 4WD","June 27, 2019",2,carwale.com,MG,0.2933,7 seater hill descent control spare wheel made alloy tyres could wider upgraded dual tone wooden coloured dashboard tailgate ajar warning required upgrade dual tone interior non availability ventilated seats remote operated fuel tank lid rain sensing wipers lumbar support 4wd
Better then all SUV special hector mg is big brand mg provide luxury features mg hector buy person feel then luxury cars riding so comfortable look si so beautiful luxury design seviceing cost is low mg provide all features best SUV in the world all most fully loaded luxury features no cons in mg hector,"August 02, 2019",5,carwale.com,MG,0.9496,better suv special big brand provide luxury features buy person feel luxury cars riding comfortable look si beautiful luxury design seviceing cost low provide features best suv world fully loaded luxury features cons
"Hector is an one of the best looking SUV and it is big.. it ride's well on Indian roads.. suspension is very good.. performance of 2.0 engine is good 0-100 takes around 11 second.. Safety features are very good in hector.. from base model itself.. they give (ABS, EBD, ESP, TRACTION CONTROL, HILL HOLD, DUAL AIRBAGS) no other SUV have this many safety features in base model.. Low cost maintenance and 5 years unlimited Kms warranty.. and 60% buy back after 3 years.. gives peace of mind to any customer Pros.. one of the best suv.. undoubtedly... Better than all in segment.. Cons.. looks little bit slim (smaller in width) few colours Fully electric hector would be one blast choice","June 29, 2019",5,carwale.com,MG,0.975,one best looking suv big ride well indian roads suspension good performance 2 0 engine good 0 100 takes around 11 second safety features good base model give abs ebd esp traction control hill hold dual airbags suv many safety features base model low cost maintenance 5 years unlimited kms warranty 60 buy back 3 years gives peace mind customer pros one best suv undoubtedly better segment cons looks little bit slim smaller width colours fully electric would one blast choice
I am excited Its amazing car Its Amazing thank You .excellent work Superb look Luxury Look like BMW Can't explain it it's new version Experience good with this car Fabulous Amazing Colour block love it I suggest pls buy this car,"July 11, 2019",4,carwale.com,MG,0.9877,excited amazing amazing thank excellent work superb look luxury look like bmw explain new version experience good fabulous amazing colour block love suggest pls buy
Super looking..... Nice interior also.... Trusted brand.... 4 air bags... With luxury looking.... Comfortable seating... Affordable price.... Driving is very comfortable because its features... Tyre pressure also monitored by display units and powerful engine... That to mileage also good some what... Sun roof arrangements also good.... Finally I Love this model,"September 15, 2019",5,carwale.com,MG,0.9761,super looking nice interior also trusted brand 4 air bags luxury looking comfortable seating affordable price driving comfortable features tyre pressure also monitored display units powerful engine mileage also good sun roof arrangements also good finally love model
I have a very good experience with mg Hector this car is superior and fantastic in quality and the driving experience is superb .mg is a good choice to by under 15 lakhs .the interior is mind blowing and the space is just fantastic.enough space for rear passanger and boot space is sufficient.excellent job done by MG.,"July 30, 2019",5,carwale.com,MG,0.9558,good experience superior fantastic quality driving experience superb good choice 15 lakhs interior mind blowing space fantastic enough space rear passanger boot space sufficient excellent job done
"Buying experience was excellent . Only problem was RTO registration and certification. It's become a long waiting process. 2. Drive I have completed about 4000 km. Hill as well as express highways. Car is very comfortable and breaks are excellent. Centre of gravity of the car is perfect. Just doesn't skit or vibrate or jurks on high speed breaking. Suspension is good. Does not jump on bridge joints at high speed of 170 km/h. Give an average of 13-18 depending upon your driving and road condition. Cruse is very friendly to use. Electronics is handy . Overall very nice car to drive. Regarding looks , it can be judged by people looking at the beast when u pass by. Servicing was a cool experienced with obviously new dealers and supervisors. They would take some time to get get experienced. I witnessed two problems one at a rainy night the head light seems low. And the wiper leaving a foggy strain on the glass for a second which is a issue and lastly the speed limit alarm at 80 and 120 is very irritating . This has to go in some update.","August 06, 2019",5,carwale.com,MG,0.9421,buying experience excellent problem rto registration certification become long waiting process 2 drive completed 4000 km hill well express highways comfortable breaks excellent centre gravity perfect skit vibrate jurks high speed breaking suspension good jump bridge joints high speed 170 km h give average 13 18 depending upon driving road condition cruse friendly use electronics handy overall nice drive regarding looks judged people looking beast u pass servicing cool experienced obviously new dealers supervisors would take time get get experienced witnessed two problems one rainy night head light seems low wiper leaving foggy strain glass second issue lastly speed limit alarm 80 120 irritating go update
Excellent interior nd exterior design. But the vibration is hevior at the clutch nd accelerator.so much vibration during the change of gares. Huyndai creta is more better than mg hector,"July 13, 2019",4,carwale.com,MG,0.7677,excellent interior nd exterior design vibration hevior clutch nd accelerator much vibration change gares huyndai creta better
Awesome . No one can beat it. It is better than others and best in itself. Price and style is hood. Easy handling car.. must drive. Must purchase.... Nothing other than this,"August 17, 2019",5,carwale.com,MG,0.9169,awesome one beat better others best price style hood easy handling must drive must purchase nothing
"The luxury car with lots of features and technology,the newly feature of indian car i.e internet inside impressed me very much. The boot space is also more talking about the leg space, very comfortable for the tall person","July 13, 2019",5,carwale.com,MG,0.7713,luxury lots features technology newly feature indian e internet inside impressed much boot space also talking leg space comfortable tall person
"Just a small ride gave bug and lovely experience , i will but this shortly , just no words to say MG welcome back and u rocked it , its very good vehicle compare to many vehicles below 20lacs","August 21, 2019",5,carwale.com,MG,0.8355,small ride gave bug lovely experience shortly words say welcome back u rocked good vehicle compare many vehicles 20lacs
"It's a best car at lowest price ,exterior is awesome .interior is also look high class. So it's better than creta ,harrier ,mahidra Suv look classy and awesome just like Higher class car.","August 23, 2019",5,carwale.com,MG,0.9606,best lowest price exterior awesome interior also look high class better creta harrier mahidra suv look classy awesome like higher class
What an amazing car at very aggressive price its 1st product of mg and it will kill tata harrier jeep compass etc amazing looks however spending 20 lakh to a new car company can be a risk but otherwise this is best product and a very feature rich car even its base model has all features and safety like traction control abs ebd etc love this carrrr my favorite Carr??????,"June 30, 2019",5,carwale.com,MG,0.9859,amazing aggressive price 1st product kill tata harrier etc amazing looks however spending 20 lakh new company risk otherwise best product feature rich even base model features safety like traction control abs ebd etc love carrrr favorite carr
"it was a great experience , lots of comfort and fully loaded with amazing new features. no other car can compete in this price. the major attraction is its exterior and comfort too.","July 03, 2019",5,carwale.com,MG,0.9321,great experience lots comfort fully loaded amazing new features compete price major attraction exterior comfort
I take a test drive of this car that is amazing great interior and exterior look and the maintenance of this car is normal as others cars and viice command system of this car is great in short mg hector is value for money,"July 05, 2019",5,carwale.com,MG,0.9371,take test drive amazing great interior exterior look maintenance normal others cars viice command system great short value money
"Engine specs are great compared to it's peer in the current market but it lacks in internal quality as the plastic on the dash board seems to be cheap . I doubt the built quality of the car as well including the body and the chassis. Overall if you're buying this car, it only has to be for the engine and nothing else. The internet connectivity feature seems to be fancy at this time as the consumer are yet to get adopted to these kind of systems.","August 24, 2019",3,carwale.com,MG,0.2382,engine specs great compared peer current market lacks internal quality plastic dash board seems cheap doubt built quality well including body chassis overall buying engine nothing else internet connectivity feature seems fancy time consumer yet get adopted kind systems
"Buying experience was fair enough and fullfilled the requirement. As i went to showroom with my home work so it was not much difficult for me. Ride quality of the petrol hybrid is really nice amonst the segment and it satisfies all the needs of urban middle class driver. Looks are also sharp and very attractive. There are no edges in car which makes the touch feel smooth and very nice. When it comes to performance, the petrol engine powered upto 170 Hp makes the most out of it when driven and correct rpm and gears are shifted accordingly. Servicing can not be commented yet as we have not driven it more. Maintenance will be according to the driving habit and quality of roads you will be driving.",,4,carwale.com,MG,0.9244,buying experience fair enough fullfilled requirement went showroom home work much difficult ride quality petrol hybrid really nice amonst segment satisfies needs urban middle class driver looks also sharp attractive edges makes touch feel smooth nice comes performance petrol engine powered upto 170 hp makes driven correct rpm gears shifted accordingly servicing commented yet driven maintenance according driving habit quality roads driving
"It’s amazing car, which I have booked in Mumbai, had wonderful test drive. When I reached showroom, had warm welcome from MG team, they had provided all information of car and practically demonstrated all functions of car.","July 07, 2019",5,carwale.com,MG,0.9153,amazing booked mumbai wonderful test drive reached showroom warm welcome team provided information practically demonstrated functions
I have never seen this car in my life which can be talk to drivers and other members of the car. The advertisements of this car in televisions surprise to me and make me to think about it.,"July 01, 2019",5,carwale.com,MG,0.2732,never seen life talk drivers members advertisements televisions surprise make think
"Amazing car with special features ,aggressive prices no car can beat this variant. As well as internet connected safety improvement high, low service cost maintaing,nice car in this price range loved it really don't miss it hurry up","September 04, 2019",4,carwale.com,MG,0.934,amazing special features aggressive prices beat variant well internet connected safety improvement high low service cost maintaing nice price range loved really miss hurry
"Best suv for latest and Young generation and there r not so much service center, but in future it will be wide all over india, service cost is not so much, but it is the very fantastic car for long drive I love it","September 13, 2019",5,carwale.com,MG,0.9407,best suv latest young generation r much service center future wide india service cost much fantastic long drive love
The MG morris garage has launch company in india it is an gorgeous company MG Hector the first car that has been launch in India best car it has the headlamps at bumper it looks nice and stylish and day time running lamp ALTHOUGH IT IS GOOD CAR.,"August 18, 2019",5,carwale.com,MG,0.9396,morris garage launch company india gorgeous company first launch india best headlamps bumper looks nice stylish day time running lamp although good
"It is safe to say that MG Hector will set a good enough benchmark for other manufacturers in India on the basis of car's giving performance and facilities in a affordable price. The ride on this car was amazing it has good comfortable seats and a good postured driving experience. Posture is very much important when it comes to driving in long or short distances, and Hector is the best one in the market right now. The buying experience was easy and fast the showroom management is very flexible and friendly they help You in each possible way. About the looks You'll understand the definition of British Classy'ness in this crossover The infotainment system, the subwoofer, the infinity sound system is just mesmerizing. So go buy it You won't regret it!","July 11, 2019",5,carwale.com,MG,0.9901,safe say set good enough benchmark manufacturers india basis giving performance facilities affordable price ride amazing good comfortable seats good postured driving experience posture much important comes driving long short distances best one market right buying experience easy fast showroom management flexible friendly help possible way looks understand definition british classy ness crossover infotainment system subwoofer infinity sound system mesmerizing go buy regret
I love it there I get a value of money because the gear is so smooth and it can also be controlled by our phone and it is very easy to control I really get the value of my money and I really love it,"August 09, 2019",5,carwale.com,MG,0.9468,love get value money gear smooth also controlled phone easy control really get value money really love
It have amazing technology and beautifull design very nice interiors and exterior in an surprisingly price and powerfull engine for perfect rideand the most attractive name MG Hector,"August 24, 2019",5,carwale.com,MG,0.9431,amazing technology beautifull design nice interiors exterior surprisingly price powerfull engine perfect rideand attractive name
